100 Length/1 Rnds.;300 Length/1 Rnds.;500 Length/1 Rounds;700 Length/1 Rounds;100 Length/2 Rounds;300 Length/2 Rounds;500 Length/2 Rounds;700 Length/2 Rounds;100 Length/3 Rounds;300 Length/3 Rounds;500 Length/3 Rounds;700 Length/3 Rounds;100 Length/4 Rounds;300 Length/4 Rounds;500 Length/4 Rounds;700 Length/4 Rounds;100 Length/5 Rounds;300 Length/5 Rounds;500 Length/5 Rounds;700 Length/5 Rounds
0.017760163;0.004478963;0.001887537;0.000955249;0.021100301;0.004940867;0.002173038;0.001156565;0.021720978;0.00560893;0.002338851;0.001238275;0.024529897;0.00623496;0.002642444;0.001411812;0.024176731;0.006326861;0.002818371;0.001481964
0.018108204;0.00470177;0.001853902;0.001048598;0.020723088;0.005383086;0.002102812;0.001128624;0.022910851;0.005404772;0.002364647;0.001265692;0.022533259;0.005955445;0.002555989;0.001262314;0.027272542;0.005815457;0.00265276;0.001487243
0.017231785;0.00470177;0.001920997;0.001030056;0.021358729;0.005160177;0.002064545;0.001014734;0.020162527;0.005441432;0.002216143;0.001235054;0.027356298;0.006064096;0.002520243;0.001295973;0.027868886;0.005742434;0.002777486;0.001364471
0.018747012;0.004478963;0.001820091;0.00101145;0.019747698;0.005010922;0.002167353;0.001171456;0.023168619;0.005577393;0.002322211;0.001322018;0.021424215;0.005629134;0.002717851;0.001366581;0.027470901;0.006119527;0.00262302;0.001490236
0.017533147;0.004628314;0.001920997;0.00101145;0.020760344;0.005239228;0.002026071;0.001095272;0.021713093;0.005491116;0.002322211;0.001177931;0.02226759;0.005659441;0.002693507;0.001286511;0.026730887;0.006648634;0.002777486;0.001637284
0.017909599;0.00470177;0.001954281;0.001030056;0.018747012;0.004940867;0.002064545;0.001131873;0.022169153;0.005227719;0.002173038;0.00126561;0.022763996;0.006177907;0.002264214;0.00127713;0.0276599;0.006109866;0.002469304;0.001591583
0.018367056;0.004628314;0.001751942;0.001030056;0.019747698;0.004952671;0.001954281;0.00111686;0.02015652;0.005327715;0.002216143;0.001217211;0.029490244;0.005721363;0.002385949;0.001292765;0.025012225;0.006408521;0.002520019;0.00144654
0.018038119;0.004628314;0.001887537;0.001067076;0.02239837;0.005080165;0.002173038;0.001107095;0.020427503;0.005317319;0.002322211;0.00113829;0.023674861;0.006089671;0.002364423;0.00124447;0.026512648;0.005629134;0.002787707;0.001417002
0.018108204;0.004554045;0.001920997;0.00099278;0.020384478;0.005022653;0.00213517;0.001092012;0.020536032;0.005795547;0.002301861;0.001238275;0.028147242;0.005722403;0.002642444;0.00131366;0.025210204;0.005983828;0.002866758;0.001536588
0.019009659;0.004403068;0.001853902;0.001030056;0.019074733;0.005091822;0.002070278;0.001171456;0.023280956;0.005480867;0.002253581;0.001162888;0.025500994;0.006041904;0.002422492;0.001435392;0.022529427;0.006551197;0.00240103;0.001402681
0.017357034;0.00470177;0.001786104;0.00099278;0.021156116;0.005103479;0.002173038;0.001192758;0.020904743;0.005629134;0.002173038;0.001262477;0.02280809;0.006021601;0.002500291;0.001388389;0.030352677;0.006116278;0.00244278;0.001347105
0.018038119;0.004478963;0.001987389;0.00101145;0.01901571;0.004640412;0.00213517;0.001073609;0.020865272;0.005327715;0.002264663;0.001213985;0.022008863;0.005742461;0.002448354;0.001310621;0.024117467;0.006072743;0.002406396;0.001349005
0.016804469;0.004554045;0.001887537;0.00101145;0.019136361;0.004999192;0.002026071;0.001107095;0.021533605;0.005272718;0.002189645;0.001241413;0.022485123;0.005426458;0.002232478;0.001378914;0.02789922;0.005962142;0.002748384;0.001460809
0.017418043;0.004774413;0.001887537;0.00099278;0.020209637;0.005022653;0.002146572;0.00111035;0.020857259;0.005855767;0.002146348;0.001220274;0.02846617;0.005793466;0.002561291;0.001366581;0.021564297;0.006597814;0.002817051;0.001399501
0.017162602;0.004554045;0.001820091;0.001048598;0.020209637;0.005010922;0.002037568;0.001070343;0.02239837;0.005554961;0.002338627;0.001171456;0.02182429;0.005448144;0.002327833;0.001271957;0.028663637;0.006382503;0.002571671;0.001511351
0.016701701;0.00470177;0.001853902;0.001048598;0.020174948;0.005091822;0.002102812;0.001107095;0.024797104;0.005327715;0.002248152;0.001156483;0.021551356;0.006176105;0.002571671;0.001375811;0.021198007;0.00597298;0.002782485;0.001440449
0.018490336;0.004628314;0.001920997;0.00099278;0.019590902;0.00517176;0.002097095;0.00111035;0.021674215;0.005712375;0.002359042;0.00126561;0.022546973;0.006203669;0.002227258;0.001484168;0.023162554;0.006215217;0.0025763;0.001402681
0.018367056;0.004628314;0.001853902;0.001030056;0.021488377;0.004869997;0.002108529;0.001051871;0.021100301;0.005327715;0.002146348;0.001195908;0.023291474;0.005874489;0.002530655;0.001375892;0.028476997;0.005720964;0.002520243;0.001388226
0.018108204;0.004774413;0.001887537;0.001030056;0.018222584;0.005010922;0.00203182;0.001051871;0.022291963;0.005639236;0.002364423;0.001131873;0.022710242;0.005829993;0.002442556;0.001307499;0.024092137;0.006607554;0.002851634;0.001322778
0.017802645;0.004478963;0.001954281;0.00099278;0.021307802;0.004786364;0.002070278;0.001092012;0.0252263;0.005327715;0.002152049;0.001301175;0.023205703;0.005723444;0.002687804;0.001286592;0.024265185;0.006197082;0.002861567;0.001620323
0.018108204;0.004917259;0.001853902;0.00099278;0.020659408;0.005022653;0.002210699;0.001113605;0.022646834;0.005502406;0.002140647;0.001213903;0.024694491;0.005742461;0.002642444;0.001372707;0.021918827;0.006311667;0.002474205;0.001496304
0.018038119;0.00470177;0.002020322;0.00101145;0.018566636;0.005080165;0.001954281;0.001113605;0.022944379;0.005324676;0.002369804;0.001192758;0.022487785;0.005351191;0.00225901;0.001331446;0.023416247;0.006671128;0.002777935;0.001548432
0.018747012;0.004478963;0.001820091;0.00099278;0.020968562;0.00485812;0.002091378;0.001092012;0.023325699;0.005010922;0.002327833;0.00126561;0.021134571;0.005702346;0.002582499;0.001250992;0.030690359;0.006071108;0.002802104;0.001510427
0.018955285;0.004774413;0.001920997;0.000974046;0.020526235;0.004940867;0.002097095;0.001113605;0.022081172;0.005661522;0.002210474;0.00119914;0.024807624;0.005629134;0.002448354;0.001307499;0.033168013;0.006530451;0.002851634;0.001493147
0.018658196;0.004628314;0.001920997;0.001030056;0.020722352;0.004999192;0.002026071;0.001092012;0.020988961;0.005160177;0.002178499;0.001189526;0.026828821;0.005794506;0.002500516;0.001366581;0.022856998;0.006414108;0.002504952;0.001372707
0.017760163;0.004774413;0.001853902;0.001030056;0.019694548;0.004952671;0.002064545;0.001070343;0.023217489;0.005022653;0.002102812;0.00126561;0.028194444;0.005720964;0.002327833;0.001328249;0.023022616;0.006159773;0.002668571;0.001490072
0.019009659;0.00470177;0.001954281;0.00101145;0.017724453;0.005010922;0.00203182;0.001092012;0.021329397;0.005426458;0.00237541;0.001325134;0.022833876;0.005800249;0.002453704;0.001429289;0.023549044;0.006043985;0.002380567;0.001402518
0.018367056;0.004478963;0.001887537;0.000974046;0.018503865;0.004640412;0.002070278;0.001113605;0.021878689;0.005403627;0.002364423;0.001235136;0.024018739;0.005886452;0.002380567;0.001349005;0.023961889;0.006150186;0.002500067;0.001475885
0.018955285;0.004917259;0.001887537;0.001048598;0.018133767;0.005010922;0.002064545;0.001153321;0.023773008;0.005103479;0.00213517;0.0012235;0.024878248;0.005213934;0.002444403;0.001262477;0.027483569;0.005827429;0.002632128;0.00135817
0.018367056;0.004554045;0.001920997;0.000974046;0.019797486;0.004869997;0.002037568;0.001107095;0.021759764;0.005339152;0.002406396;0.00122987;0.021702712;0.005711334;0.00237541;0.001260408;0.026334897;0.006334792;0.002525337;0.001304296
0.018747012;0.004403068;0.001887537;0.000955249;0.019694548;0.004640412;0.00203182;0.001113605;0.020679157;0.005713415;0.002140647;0.00120229;0.024718964;0.005521865;0.00244813;0.001205359;0.022056084;0.00613989;0.002817275;0.001496304
0.017357034;0.00470177;0.001987389;0.00101145;0.021258143;0.005239228;0.002070278;0.001128624;0.021256875;0.005238188;0.002064545;0.001177849;0.024532939;0.005659441;0.002327608;0.00144654;0.02576;0.005814417;0.002782485;0.001502372
0.019009659;0.004554045;0.001887537;0.000974046;0.020476142;0.004929063;0.001998918;0.001146834;0.022074503;0.005566177;0.00248429;0.001238193;0.023403866;0.006005047;0.00236958;0.001396403;0.026399022;0.006114038;0.002832222;0.001533606
0.018108204;0.00470177;0.001820091;0.00101145;0.019669093;0.005022653;0.00203182;0.001113605;0.023092132;0.005022653;0.002221813;0.00119914;0.02422485;0.005774597;0.002571671;0.001364471;0.02814947;0.00591388;0.002536197;0.001325134
0.017760163;0.004554045;0.001954281;0.001030056;0.018503865;0.005010922;0.002146572;0.001107095;0.020961206;0.005283189;0.002146348;0.00113829;0.021292292;0.005950414;0.002114021;0.001393305;0.026626193;0.006622647;0.002566817;0.001418089
0.018367056;0.004628314;0.001853902;0.00099278;0.021830864;0.005091822;0.001926793;0.001213985;0.022260002;0.005817176;0.002253581;0.001298054;0.025897815;0.006030358;0.002327833;0.001378996;0.022335811;0.005946677;0.00288556;0.001449544
0.017533147;0.004628314;0.001853902;0.00101145;0.02090997;0.005080165;0.002102812;0.001092012;0.024009772;0.005327715;0.002359042;0.001241413;0.020158625;0.005885411;0.002432081;0.001241413;0.026354607;0.006123996;0.002520243;0.001369603
0.017418043;0.004628314;0.001853902;0.00101145;0.020492546;0.004940867;0.002037568;0.001128624;0.020297946;0.005469578;0.00244278;0.001150078;0.022812643;0.005544786;0.002596813;0.001348923;0.028257696;0.006858746;0.002772264;0.001355142
0.018038119;0.004554045;0.001853902;0.001048598;0.021829299;0.005160177;0.002070278;0.001113605;0.025885776;0.005239228;0.002253581;0.001171456;0.02093572;0.005711334;0.002536197;0.001310457;0.021580473;0.005974812;0.002881209;0.001513496
0.017533147;0.004774413;0.001954281;0.000974046;0.019769016;0.005394449;0.00213517;0.001153321;0.021028094;0.005404772;0.002333454;0.0012235;0.023355397;0.005784551;0.002364423;0.001358333;0.021947596;0.006272487;0.0025763;0.001352196
0.018747012;0.004403068;0.001887537;0.00101145;0.019742677;0.00485812;0.001926793;0.001073609;0.022745657;0.005480867;0.002146348;0.001213985;0.027075558;0.00631505;0.002381016;0.001241413;0.025072833;0.00629211;0.002546608;0.001582673
0.016701701;0.004554045;0.001751942;0.001030056;0.022038716;0.005239228;0.002064545;0.001128624;0.023330615;0.005416135;0.002216143;0.001150078;0.024228828;0.00589014;0.002448354;0.001223418;0.031386488;0.0064616;0.002722865;0.00146697
0.017760163;0.004554045;0.001987389;0.00099278;0.021697883;0.005010922;0.002064545;0.001051871;0.021907235;0.005416135;0.002285173;0.001235054;0.025430916;0.005944596;0.002637174;0.001399501;0.023845958;0.00620667;0.002611774;0.001591501
0.018108204;0.004478963;0.001853902;0.00101145;0.020628246;0.004869997;0.002058812;0.001107095;0.022682616;0.005339152;0.002285173;0.001310621;0.024048104;0.005629134;0.002541066;0.001375892;0.024936018;0.006366309;0.0024894;0.001399583
0.01695809;0.00470177;0.001853902;0.001048598;0.021521307;0.00553461;0.002058812;0.00111035;0.023123728;0.005426458;0.002285173;0.00113829;0.021692089;0.005694293;0.00244278;0.001366581;0.025846702;0.00622644;0.002576748;0.001322018
0.018747012;0.004554045;0.001920997;0.001030056;0.018966869;0.005160177;0.002097095;0.001113605;0.02144901;0.005383086;0.002285173;0.001345895;0.023022675;0.006224257;0.002478957;0.001231916;0.024724626;0.006214372;0.002338403;0.001574471
0.018108204;0.004554045;0.001820091;0.000974046;0.022293162;0.004940867;0.002070278;0.001095272;0.023786319;0.005818923;0.00233323;0.001174693;0.022428564;0.006091585;0.002422492;0.001313823;0.022371674;0.006353101;0.002702894;0.001372707
0.018357724;0.004774413;0.001887537;0.001067076;0.01993491;0.005459329;0.002173038;0.001073609;0.021678977;0.005416135;0.002184184;0.001235136;0.02566157;0.005885411;0.002561291;0.001337432;0.022934677;0.005733854;0.002763876;0.001402681
0.018658196;0.004403068;0.001853902;0.00099278;0.018555002;0.004999192;0.002064545;0.001076876;0.021675733;0.005404772;0.00213517;0.001235054;0.025895712;0.005865648;0.002494958;0.001280339;0.022748309;0.006218988;0.002719106;0.001455554
0.018357724;0.004628314;0.001887537;0.00099278;0.019356184;0.00517176;0.002070278;0.001073609;0.020253268;0.005239228;0.002322435;0.001153321;0.025517206;0.005742461;0.00233323;0.001280257;0.025975827;0.005795547;0.002612447;0.00149614
0.017357034;0.004478963;0.001920997;0.00101145;0.019611512;0.00485812;0.00213517;0.001156565;0.022556506;0.005566177;0.002091378;0.001220355;0.026046535;0.006260892;0.002285173;0.001399583;0.023999185;0.006071108;0.002713179;0.001473049
0.018955285;0.004846242;0.001751942;0.001048598;0.01997559;0.004940867;0.00203182;0.001067076;0.022423439;0.005250738;0.00229081;0.001244633;0.02087346;0.005766468;0.002566593;0.001262477;0.024971216;0.00588333;0.002722865;0.001490236
0.016804469;0.004774413;0.001954281;0.001030056;0.019879947;0.004929063;0.002173038;0.001014734;0.021085153;0.005327715;0.002338627;0.001235054;0.022466463;0.006130229;0.002374961;0.001420013;0.031426381;0.005558646;0.002510735;0.001522377
0.018747012;0.004478963;0.001920997;0.000974046;0.019356184;0.00485812;0.002146572;0.001128624;0.022755076;0.005459329;0.002152049;0.001235136;0.024480529;0.005634714;0.00240662;0.001331446;0.023560263;0.006418934;0.002727879;0.001280257
0.018658196;0.004846242;0.001887537;0.00101145;0.020397209;0.00517176;0.002037568;0.00111035;0.025327693;0.005732108;0.002232927;0.001235054;0.026567453;0.005404772;0.00240103;0.001437362;0.027673719;0.006344701;0.002977834;0.001591664
0.017760163;0.004774413;0.001954281;0.001067076;0.018875788;0.004869997;0.002140871;0.001131873;0.022461037;0.005855767;0.00229081;0.00119914;0.022408068;0.006270405;0.002546608;0.001238275;0.019814194;0.006428295;0.002900412;0.00141391
0.017418043;0.004628314;0.001786104;0.00099278;0.018038119;0.00470177;0.001926793;0.001051871;0.023267528;0.005360985;0.002216143;0.001156483;0.023399572;0.005582973;0.002375186;0.001192758;0.029838257;0.006335261;0.00265276;0.001496304
0.019009659;0.004554045;0.001920997;0.001067076;0.021237848;0.004940867;0.002242498;0.001128624;0.023305128;0.005459329;0.002070278;0.001241413;0.021421309;0.005262249;0.002453255;0.00144654;0.026165314;0.006176866;0.0026021;0.001405697
0.017418043;0.004774413;0.001954281;0.000974046;0.018094658;0.005091822;0.001993154;0.001189526;0.024637947;0.005639236;0.002301637;0.001235054;0.024658218;0.005742461;0.002464178;0.001301175;0.024209186;0.006224257;0.002807086;0.001490236
0.018747012;0.004554045;0.001887537;0.00099278;0.020865272;0.004640412;0.001998918;0.001073609;0.022861799;0.005250738;0.002184184;0.001131873;0.022457515;0.005864593;0.002386173;0.00133448;0.023357909;0.006290409;0.002577197;0.001399501
0.017760163;0.004628314;0.001853902;0.00101145;0.020492546;0.00485812;0.002102812;0.001174693;0.021987774;0.005327715;0.002259234;0.00116297;0.027326299;0.005517455;0.002381016;0.001334398;0.021156974;0.006364177;0.002480676;0.001481801
0.018367056;0.00470177;0.001954281;0.000974046;0.019389779;0.005160177;0.001998918;0.001088751;0.020275617;0.005480867;0.002386397;0.001220355;0.022833563;0.00587657;0.002411986;0.001372707;0.021707602;0.006344485;0.00248429;0.001522377
0.018108204;0.004628314;0.001954281;0.000974046;0.020209637;0.004869997;0.00213517;0.001171456;0.019907407;0.005441432;0.002296448;0.001259344;0.021794663;0.006052679;0.00240662;0.001375811;0.02870169;0.00666228;0.00267752;0.001331283
0.018038119;0.004628314;0.001920997;0.00101145;0.018108204;0.00517176;0.001926793;0.00111035;0.022886388;0.005426458;0.002221813;0.001286592;0.026404363;0.005544786;0.00244813;0.001366581;0.022879797;0.00589014;0.002571671;0.001452794
0.018038119;0.00470177;0.001786104;0.00099278;0.022721484;0.004869997;0.001960061;0.001113605;0.019387195;0.00553461;0.00229081;0.001217129;0.022814709;0.005744998;0.002484515;0.001355224;0.02547676;0.006578924;0.002763427;0.001355224
0.017533147;0.00470177;0.001920997;0.001030056;0.021237848;0.004869997;0.002102812;0.001051871;0.02115124;0.005272718;0.002316814;0.001262477;0.023707854;0.005640277;0.002489848;0.001235054;0.02611465;0.005897374;0.002642444;0.001577447
0.018367056;0.00470177;0.001920997;0.00099278;0.020002035;0.005250738;0.002070278;0.001076876;0.025239916;0.005160177;0.002108529;0.001262477;0.020082288;0.005721097;0.002370029;0.00144654;0.024742152;0.006301624;0.002577197;0.001517419
0.018747012;0.004628314;0.001853902;0.00099278;0.021334963;0.004999192;0.001993154;0.001174693;0.02118419;0.005249698;0.002285173;0.001192758;0.021126775;0.006144731;0.002453255;0.001345895;0.02531683;0.006485991;0.002551926;0.001528596
0.017760163;0.00470177;0.001954281;0.00099278;0.018367056;0.004999192;0.002026071;0.001095272;0.02112577;0.004975239;0.00243743;0.001213903;0.020451914;0.005793466;0.002411761;0.001396403;0.022239959;0.005963171;0.002437916;0.001440449
0.018038119;0.004554045;0.001987389;0.000974046;0.020551682;0.004774413;0.002004683;0.001153321;0.023894635;0.005010922;0.002370029;0.001199058;0.024348622;0.005855767;0.00229081;0.001289638;0.022030003;0.005926021;0.002948888;0.001405452
0.018658196;0.004774413;0.001786104;0.001030056;0.019949104;0.005010922;0.002026071;0.001174693;0.023697479;0.005517455;0.002173038;0.001238275;0.025112176;0.005720964;0.002555989;0.001396403;0.023057818;0.006148457;0.002738131;0.001280257
0.017760163;0.004554045;0.001987389;0.00099278;0.021469571;0.005091822;0.002102812;0.00101145;0.019136361;0.005160177;0.002140871;0.001195827;0.023078648;0.005640277;0.002359042;0.001259263;0.026678912;0.006453656;0.002826791;0.001460809
0.018955285;0.004403068;0.001853902;0.000974046;0.019898208;0.005091822;0.001987389;0.001192758;0.021407117;0.005404772;0.002285173;0.001213903;0.024746177;0.005865648;0.002698089;0.001361361;0.023773047;0.00626849;0.002762492;0.00148221
0.018955285;0.004554045;0.001853902;0.00101145;0.021307802;0.00517176;0.002037568;0.001150078;0.024011829;0.005494727;0.002248152;0.001304378;0.024760594;0.005895293;0.002717626;0.001375811;0.02604395;0.006562567;0.002732669;0.001423268
0.018108204;0.00470177;0.001820091;0.001030056;0.019342012;0.005022653;0.002108529;0.001153321;0.024036669;0.005033343;0.002227482;0.001235054;0.021273937;0.00603321;0.00225901;0.001259263;0.024886468;0.006273082;0.002525337;0.00144426
0.01695809;0.004628314;0.001887537;0.001030056;0.021237848;0.005022653;0.002037568;0.00111035;0.022151325;0.005091822;0.002184184;0.001171456;0.026322495;0.005582973;0.002216143;0.001283465;0.027750561;0.006134773;0.00272743;0.001499134
0.018367056;0.004478963;0.001920997;0.001030056;0.019478102;0.005022653;0.002178723;0.001153321;0.022251527;0.005327715;0.00227976;0.001301175;0.023450138;0.005660481;0.002396487;0.001286592;0.024687293;0.006014782;0.002576748;0.001452794
0.018658196;0.004628314;0.001887537;0.000974046;0.021247266;0.00517176;0.00203182;0.001171456;0.022281237;0.005629134;0.002296223;0.001220355;0.024759334;0.005619032;0.002647715;0.001423023;0.028977841;0.006561526;0.002702894;0.00150744
0.018357724;0.00470177;0.001853902;0.001067076;0.020133313;0.005010922;0.001965842;0.001125375;0.021925564;0.005569936;0.002495182;0.001128624;0.02156743;0.00624741;0.002494958;0.001361361;0.027312717;0.006523391;0.002499843;0.0013821
0.017533147;0.004478963;0.001853902;0.00101145;0.020346109;0.005103479;0.002102812;0.001055143;0.019794454;0.005404772;0.002322211;0.001192758;0.024229829;0.005926624;0.002500291;0.001361361;0.026993734;0.005712375;0.002406396;0.001473131
0.018081871;0.004478963;0.001887537;0.00101145;0.019136361;0.004940867;0.002146572;0.001128624;0.022415356;0.005784551;0.002178723;0.00125613;0.024954652;0.005723444;0.002612223;0.001283302;0.024761565;0.006335261;0.002738131;0.001437444
0.016804469;0.004628314;0.001954281;0.00101145;0.020865272;0.005239228;0.002070278;0.001153321;0.022266802;0.005795036;0.002119738;0.001220355;0.028087471;0.005619032;0.002264663;0.001307336;0.027780327;0.006084161;0.002748384;0.001396403
0.017357034;0.004554045;0.001853902;0.00101145;0.019219497;0.004940867;0.002102812;0.001092012;0.02586279;0.005459329;0.002048841;0.001156565;0.025559239;0.005732432;0.002698537;0.001174612;0.025172467;0.006067479;0.002802104;0.001513333
0.018038119;0.004628314;0.001786104;0.001048598;0.021854777;0.004869997;0.001965842;0.001150078;0.02196266;0.005416135;0.002411986;0.001238275;0.023582743;0.005816498;0.002500291;0.001369685;0.027846334;0.006645066;0.00244278;0.001417002
0.017357034;0.00470177;0.001920997;0.00101145;0.020535314;0.005160177;0.002210699;0.001095272;0.021103596;0.00517176;0.002370029;0.00119914;0.02138626;0.005784551;0.002395665;0.0013821;0.025925699;0.005945637;0.002603483;0.001463889
0.017760163;0.00470177;0.001920997;0.001030056;0.020052886;0.005239228;0.00213517;0.001131873;0.021245358;0.005469578;0.002232927;0.00119914;0.022935724;0.005935829;0.002285173;0.001375974;0.030261652;0.005995313;0.002657806;0.001466888
0.017724453;0.004403068;0.001820091;0.001048598;0.0193006;0.005239228;0.001893349;0.001070343;0.021606679;0.005383086;0.002359042;0.001150078;0.027683754;0.006044033;0.002411761;0.001367662;0.028635297;0.006675664;0.002520019;0.001355142
0.018357724;0.004846242;0.001853902;0.00099278;0.021628724;0.004952671;0.002129469;0.001095272;0.025035136;0.005926021;0.00240662;0.00119914;0.027259674;0.006252419;0.00264749;0.001355142;0.025216371;0.006530451;0.002494733;0.001378914
